Id,name,author,relicTime,imageUrl,description,realUrl
79.200.V.19,Abstract Landscape (Recto) / Standing Woman (Verso),"Henry Holmes Smith (American, 1909–1986)",1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.19
79.200.V.190,Bella Coala,"Henry Holmes Smith (American, 1909–1986)",1929–1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.190
79.200.V.193,Untitled (Farm Landscape),"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.193
79.200.V.176,Farmhouse Nestled in Verdant Panorama,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.176
79.200.V.177,Grassy Bank with Shanties,"Henry Holmes Smith (American, 1909–1986)","June 21, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.177
79.200.V.179,Rolling Landscape with Distant Farm Compound and Windmill,"Henry Holmes Smith (American, 1909–1986)","June 22, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.179
79.200.V.18,Landscape with Hamlet,"Henry Holmes Smith (American, 1909–1986)",August 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.18
79.200.V.178,Bridge over a Stream in Verdant Landscape,"Henry Holmes Smith (American, 1909–1986)","June 22, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.178
79.200.V.180,Landscape with Young and Old Trees,"Henry Holmes Smith (American, 1909–1986)","June 22, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.180
79.200.V.181,Landscape with Foreground Washline,"Henry Holmes Smith (American, 1909–1986)","June 26, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.181
79.200.V.182,Landscape under Technicolor Sunset,"Henry Holmes Smith (American, 1909–1986)","June 27, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.182
79.200.V.183,Landscape Behind a Fence with Technicolor Sunset,"Henry Holmes Smith (American, 1909–1986)","June 27, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.183
79.200.V.184,Sheds Under a Grove of Trees,"Henry Holmes Smith (American, 1909–1986)","June 28, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.184
79.200.V.149,Early Autumn Landscape (Recto) / Orange Tree and Blue Fence (Verso),"Henry Holmes Smith (American, 1909–1986)","October 25, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.149
79.200.V.148,Autumn Glade,"Henry Holmes Smith (American, 1909–1986)","October 24, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.148
79.200.V.150,Colorful Autumn Landscape,"Henry Holmes Smith (American, 1909–1986)",1931,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.150
79.200.V.15,"Field and Two Trees in Blue, Green &amp; Yellow","Henry Holmes Smith (American, 1909–1986)",August 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.15
79.200.V.152,Neighborhood,"Henry Holmes Smith (American, 1909–1986)","January 17, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.152
79.200.V.155,Panoramic Landscape with Barn,"Henry Holmes Smith (American, 1909–1986)","August 18, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.155
79.200.V.151,Winter Landscape with Barn,"Henry Holmes Smith (American, 1909–1986)","January 12, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.151
79.200.V.153,Farm Hamlet in Panoramic Landscape,"Henry Holmes Smith (American, 1909–1986)","August 16, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.153
79.200.V.156,Homestead,"Henry Holmes Smith (American, 1909–1986)","August 18, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.156
79.200.V.154,Two Red Barns Beyond Orange Haystack in Farm Landscape,"Henry Holmes Smith (American, 1909–1986)","August 17, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.154
79.200.V.23,Seated Man in Cap and Blue Jacket,"Henry Holmes Smith (American, 1909–1986)",October 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.23
79.200.V.21,Barn in Winter Landscape,"Henry Holmes Smith (American, 1909–1986)",October 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.21
79.200.V.22,Glade with Orange Tree,"Henry Holmes Smith (American, 1909–1986)",October 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.22
79.200.V.24,"Big House, Behind Bare Trees","Henry Holmes Smith (American, 1909–1986)",November 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.24
79.200.V.26,Tropical Surrealist Landscape,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.26
79.200.V.25,Calligraphic Landscape,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.25
79.200.V.27,Red Tree Study (Recto) / Blue Tree Study (Verso),"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.27
79.200.V.29,Hamlet Viewed from Elevation,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.29
79.200.V.3,The Little Gray Home,"Henry Holmes Smith (American, 1909–1986)",1925,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.3
79.200.V.28,Landscape with Hut,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.28
79.200.V.77,Rolling Landscape with Hedgerows,"Henry Holmes Smith (American, 1909–1986)","April 18, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.77
79.200.V.8,Winter Landscape with Hay Stacks,"Henry Holmes Smith (American, 1909–1986)",1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.8
79.200.V.78,Rolling Landscape with Chartreuse Trees,"Henry Holmes Smith (American, 1909–1986)","April 18, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.78
79.200.V.79,Farmhouse with Fir Tree,"Henry Holmes Smith (American, 1909–1986)","April 25, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.79
79.200.V.80,Autumn Foliage with Green Field,"Henry Holmes Smith (American, 1909–1986)","April 6, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.80
79.200.V.81,"Landscape with Pond, Fence, and Autumn Trees","Henry Holmes Smith (American, 1909–1986)","April 6, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.81
79.200.V.83,Sunset through the Trees,"Henry Holmes Smith (American, 1909–1986)","April 6, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.83
79.200.V.84,Coloful Hillsides with Autumn Foliage,"Henry Holmes Smith (American, 1909–1986)","April 6, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.84
79.200.V.86,Red Ridge Among Fields,"Henry Holmes Smith (American, 1909–1986)","April 11, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.86
79.200.V.85,Shack with Red Roof,"Henry Holmes Smith (American, 1909–1986)","April 10, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.85
79.200.V.96,"Panoramic Landscape, Vignette","Henry Holmes Smith (American, 1909–1986)","May 16, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.96
79.200.V.97,Panorama with Utility Poles,"Henry Holmes Smith (American, 1909–1986)","May 16, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.97
79.200.V.99,Landscape with Homestead,"Henry Holmes Smith (American, 1909–1986)","May 16, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.99
79.200.VI.1,House with Trees and a Sawhorse,"Henry Holmes Smith (American, 1909–1986)",Ca. 1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.1
79.200.V.98,Panoramic with Butterfly Tree,"Henry Holmes Smith (American, 1909–1986)","May 16, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.98
79.200.VI.10,Postage Stamp Man in Fedora,"Henry Holmes Smith (American, 1909–1986)","March 12, 1930",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.10
79.200.VI.100,Trinity with Jonathan Livingston Seagull,"Henry Holmes Smith (American, 1909–1986)",1975,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.100
79.200.VI.101,"Illustration for ""Ephraim Snog and the Wooden Mittens""","Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.101
79.200.VI.102,"Illustration for ""Ephraim Snog and the Wooden Mittens""","Henry Holmes Smith (American, 1909–1986)",1930–1933,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.102
79.200.VI.103,Cover Design with Beau Brummell,"Henry Holmes Smith (American, 1909–1986)","July 25, 1932",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.VI.103
79.200.V.31,Calligraphic Cabin Scene,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.31
79.200.V.30,Brick House in the Sun,"Henry Holmes Smith (American, 1909–1986)",December 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.30
79.200.V.37,Factory &amp; Watertower,"Henry Holmes Smith (American, 1909–1986)","July 28, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.37
79.200.V.33,Landscape with Hillside,"Henry Holmes Smith (American, 1909–1986)",1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.33
79.200.V.32,Geometric Abstraction with Dog (Recto) / Caricature Doodles (Verso),"Henry Holmes Smith (American, 1909–1986)",1925–1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.32
79.200.V.34,Cultivated Hily Landscape,"Henry Holmes Smith (American, 1909–1986)","June 26, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.34
79.200.V.35,Farmhouse on a Lawn by a Lake,"Henry Holmes Smith (American, 1909–1986)","June 26, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.35
